AÑO,CENTRO DIRECTIVO,CONCEPTO ECONÓMICO,IMPORTE
2013,ESCOLA D'ESTIU,Adquisición equipos procesos información,211.45
2013,ESCOLA D'ESTIU,Arrendamientos de mobiliario y enseres,1815.0
2013,ESCOLA D'ESTIU,Compras de material audiovisual no inventariable,991.5
2013,ESCOLA D'ESTIU,Compras de material de oficina no inventariable,77.97
2013,ESCOLA D'ESTIU,Compras de material informático no inventariable,443.41
2013,ESCOLA D'ESTIU,Construcción otro inmovilizado material,299.0
2013,ESCOLA D'ESTIU,Gastos diversos: Atenciones protoc. y represent.,42.3
2013,ESCOLA D'ESTIU,"Gastos en viajes deportivos, culturales y sociales",6267.49
2013,ESCOLA D'ESTIU,Otros Gastos diversos,327.15
2013,ESCOLA D'ESTIU,Repar. y conservación de material de transporte,128.94
2013,ESCOLA D'ESTIU,Suministros de combustibles,3267.04
2013,ESCOLA D'ESTIU,Suministros de material de laboratorio,159.51
2013,ESCOLA D'ESTIU,Suministros de material deportivo,42.38
2013,ESCOLA D'ESTIU,Suministros de otros productos,8001.65
2013,ESCOLA D'ESTIU,Suministros de productos alimenticios y piensos,2675.57
2013,ESCOLA D'ESTIU,Trabajos por otras empresas: Otros,11475.98
2014,SUBVENCIONES DE GESTION,Actos protocolarios y de representación,289.0
2014,SUBVENCIONES DE GESTION,Adquis. de equipos para el proceso de información,1262.99
2014,SUBVENCIONES DE GESTION,"Dietas, locomoción y traslados",1300.0
2014,SUBVENCIONES DE GESTION,Material de oficina no inventariable,252.96
2014,"ALCAÑIZ RAYA, MARIANO LUIS",Actos protocolarios y de representación,1467.89
2014,"ALCAÑIZ RAYA, MARIANO LUIS",Adquis. de equipos para el proceso de información,1181.0
2014,"ALCAÑIZ RAYA, MARIANO LUIS",Adquisición de aplicaciones informáticas,2000.0
2014,"ALCAÑIZ RAYA, MARIANO LUIS",Adquisición de otro inmovilizado material,351.0
2014,"ALCAÑIZ RAYA, MARIANO LUIS","Dietas, locomoción y traslados",2957.96
2014,"ALCAÑIZ RAYA, MARIANO LUIS",Gastos financieros,10.0
2014,"ALCAÑIZ RAYA, MARIANO LUIS",Jurídico-contencioso,45.08
2014,"ALCAÑIZ RAYA, MARIANO LUIS",Reuniones y conferencias (Cuotas inscripción),8962.75
2014,"ALCAÑIZ RAYA, MARIANO LUIS",Servicios de transporte,4.95
2014,"ALCAÑIZ RAYA, MARIANO LUIS",Suministros de material de laboratorio,3500.0
2014,"ALCAÑIZ RAYA, MARIANO LUIS",Suministros de otros productos,755.18
2014,"ALCAÑIZ RAYA, MARIANO LUIS",Trabajos por otras empresas: Otros,11568.87
2014,"ALCAÑIZ RAYA, MARIANO LUIS",otros gastos diversos,2866.76
2014,CULTURA,Adquisición de otro inmovilizado material,1138.73
2014,CULTURA,Adquisición equipos procesos información,179.0
2014,CULTURA,Gastos de viajes de alumnos,827.99
2014,CULTURA,Gastos diversos: Atenciones protoc. y represent.,518.6
2014,CULTURA,"Gastos diversos: Cursos, cursillos y conferencias",2444.21
2014,CULTURA,Gastos diversos: Reuniones y conferencias (C.Insc),9379.6
2014,CULTURA,Otros Gastos diversos,1522.0
2014,CULTURA,Primas de seguros: De otros riesgos,1669.26
2014,CULTURA,Suministros de otros productos,2186.07
2014,CULTURA,Suministros de vestuario,342.35
2014,CULTURA,Trabajos por otras empresas: Otros,13750.77
2014,CULTURA,Transferencias corrientes a familias: Becas,7350.0
2014,CULTURA,Transp. y comunic.: Otros serv. de transporte,5.85
2014,EPS DE GANDIA,Adquisición aplicaciones informáticas,194.99
2014,EPS DE GANDIA,Adquisición equipos didácticos e investigación,962.19
2014,EPS DE GANDIA,Adquisición equipos procesos información,592.9
2014,EPS DE GANDIA,Compras de material informático no inventariable,234.36
2014,EPS DE GANDIA,"Compras de prensa, revistas y public. periódicas",777.9
2014,EPS DE GANDIA,Gastos de viajes de alumnos,1058.68
2014,EPS DE GANDIA,Gastos de viajes por gestión y representación,1681.08
2014,EPS DE GANDIA,Gastos diversos: Atenciones protoc. y represent.,3571.8
2014,EPS DE GANDIA,Gastos diversos: Publicidad y propaganda,538.45
2014,EPS DE GANDIA,Gastos diversos: Reuniones y conferencias (C.Insc),625.0
2014,EPS DE GANDIA,Otros Gastos diversos,2699.09
2014,EPS DE GANDIA,Reparación y conserv. de instalaciones técnicas,1855.15
2014,EPS DE GANDIA,Reparación y conservación de otros bienes,598.14
2014,EPS DE GANDIA,Suministros de otros productos,653.4
2014,EPS DE GANDIA,Trabajos por otras empresas: Limpieza y aseo,480.0
2014,EPS DE GANDIA,Transp. y comunic.: Otros serv. de transporte,485.0
2014,EPS DE GANDIA,Transportes y comunicaciones: Correo y mensajería,1602.78
2014,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Adquisición de equipos de oficina,23.95
2014,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Adquisición de otro inmovilizado material,914.38
2014,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Adquisición fondos bibliográficos,21.17
2014,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,"Compras de prensa, revistas y public. periódicas",798.96
2014,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Gastos de viajes de alumnos,292.36
2014,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Gastos de viajes por gestión y representación,1008.77
2014,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Gastos diversos: Atenciones protoc. y represent.,1767.47
2014,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Gastos diversos: Reuniones y conferencias (C.Ins),822.0
2014,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Otros Gastos diversos,1376.11
2014,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Repar. y conserv. de edificios y otr.constr.,1463.4
2014,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Reparación y conservación de otros bienes,82.68
2014,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Suministros de combustibles,205.0
2014,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Suministros de material de laboratorio,193.53
2014,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Suministros de otros productos,670.22
2014,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Trabajos por otras empresas: Otros,1002.84
2014,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Transp. y comunic.: Otros serv. de transporte,117.9
2014,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Transportes y comunicaciones: Correo y mensajería,28.13
2014,INTERCAMBIO,Adquisición equipos procesos información,509.0
2014,INTERCAMBIO,Compras de material de oficina no inventariable,81.0
2014,INTERCAMBIO,Compras de material informático no inventariable,3.9
2014,INTERCAMBIO,Gastos de viajes por gestión y representación,19019.6
2014,INTERCAMBIO,Gastos diversos: Atenciones protoc. y represent.,1558.53
2014,INTERCAMBIO,Gastos diversos: Reuniones y conferencias (C.Insc),192.0
2014,INTERCAMBIO,Otros Gastos diversos,101.2
2014,INTERCAMBIO,Otros gastos de oficina,204.12
2014,INTERCAMBIO,Transp. y comunic.: Otros serv. de transporte,14.6
2014,INTERCAMBIO,Transportes y comunicaciones: Correo y mensajería,148.6
2014,"PAYRI GONZALEZ, FRANCISCO",Actos protocolarios y de representación,3149.84
2014,"PAYRI GONZALEZ, FRANCISCO",Correo y mensajería,50.15
2014,"PAYRI GONZALEZ, FRANCISCO","Cursos, cursillos y conferencias",50.95
2014,"PAYRI GONZALEZ, FRANCISCO","Dietas, locomoción y traslados",41279.63
2014,"PAYRI GONZALEZ, FRANCISCO",Jurídico-contencioso,2466.17
2014,"PAYRI GONZALEZ, FRANCISCO",Material informático no inventariable,39.9
2014,"PAYRI GONZALEZ, FRANCISCO",Reuniones y conferencias (Cuotas inscripción),4104.35
2014,"PAYRI GONZALEZ, FRANCISCO",Seguros de vehiculos,452.4
2014,"PAYRI GONZALEZ, FRANCISCO",Servicios de transporte,1181.4
2014,"PAYRI GONZALEZ, FRANCISCO",Suministros de combustible,8218.33
2014,"PAYRI GONZALEZ, FRANCISCO",Suministros de material de laboratorio,3671.37
2014,"PAYRI GONZALEZ, FRANCISCO",Suministros de otros productos,96.0
2014,"PAYRI GONZALEZ, FRANCISCO",Trabajos por otras empresas: Otros,1123.21
2014,"PAYRI GONZALEZ, FRANCISCO",Tributos,139.82
2014,"PAYRI GONZALEZ, FRANCISCO",otros gastos diversos,1771.2
2014,RECTOR,Compras de libros y otras publicaciones,17.9
2014,RECTOR,Gastos de viajes de alumnos,4379.88
2014,RECTOR,Gastos de viajes por gestión y representación,7573.25
2014,RECTOR,Gastos diversos: Atenciones protoc. y represent.,1885.99
2014,RECTOR,Otros Gastos diversos,1480.63
2014,RECTOR,Transp. y comunic.: Otros serv. de transporte,23.95
2014,RECTOR,Transportes y comunicaciones: Correo y mensajería,183.5
2014,EFICIENCIA ENERGETICA Y MEDIO AMBIENTE,Adquisición equipos procesos información,779.0
2014,EFICIENCIA ENERGETICA Y MEDIO AMBIENTE,Gastos de viajes por gestión y representación,644.17
2014,EFICIENCIA ENERGETICA Y MEDIO AMBIENTE,Gastos diversos: Atenciones protoc. y represent.,63.0
2014,EFICIENCIA ENERGETICA Y MEDIO AMBIENTE,Suministros de otros productos,279.0
2014,EFICIENCIA ENERGETICA Y MEDIO AMBIENTE,Tributos de carácter estatal,0.93
2014,SERVICIO INTEGRADO DE EMPLEO,Adquisición fondos bibliográficos,33.16
2014,SERVICIO INTEGRADO DE EMPLEO,Compras de material audiovisual no inventariable,29.0
2014,SERVICIO INTEGRADO DE EMPLEO,Compras de material de oficina no inventariable,237.94
2014,SERVICIO INTEGRADO DE EMPLEO,Compras de material informático no inventariable,52.9
2014,SERVICIO INTEGRADO DE EMPLEO,Gastos de viajes por gestión y representación,2491.66
2014,SERVICIO INTEGRADO DE EMPLEO,Gastos diversos: Atenciones protoc. y represent.,2759.87
2014,SERVICIO INTEGRADO DE EMPLEO,Gastos diversos: Reuniones y conferencias (C.Insc),750.0
2014,SERVICIO INTEGRADO DE EMPLEO,Otros Gastos diversos,14.48
2014,SERVICIO INTEGRADO DE EMPLEO,Trabajos por otras empresas: Otros,111.32
2014,DEPARTAMENTO COMUNICACIONES,Adquisición de útiles y herramientas,388.77
2014,DEPARTAMENTO COMUNICACIONES,Adquisición equipos didácticos e investigación,1277.5
2014,DEPARTAMENTO COMUNICACIONES,Compras de material de oficina no inventariable,16.97
2014,DEPARTAMENTO COMUNICACIONES,Gastos de viajes por investigación,148.7
2014,DEPARTAMENTO COMUNICACIONES,Otros Gastos diversos,33.15
2014,DEPARTAMENTO COMUNICACIONES,Suministros de combustibles,209.01
2014,DEPARTAMENTO COMUNICACIONES,Suministros de material de laboratorio,913.76
2014,AREA INFORMACION,Adquisición equipos procesos información,2667.81
2014,AREA INFORMACION,Compras de material informático no inventariable,1085.38
2014,AREA INFORMACION,Gastos de viajes por gestión y representación,2284.34
2014,AREA INFORMACION,"Gastos diversos: Cursos, cursillos y conferencias",253.16
2014,AREA INFORMACION,Gastos diversos: Publicidad y propaganda,4500.0
2014,AREA INFORMACION,Gastos diversos: Reuniones y conferencias (C.Ins),210.0
2014,AREA INFORMACION,Otros Gastos diversos,957.87
2014,AREA INFORMACION,Repar. y conserv. de equi.procesos de información,200.85
2014,AREA INFORMACION,Suministros de material de laboratorio,238.0
2014,AREA INFORMACION,Trabajos por otras empresas: Otros,281.0
2014,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Adquisición equipos procesos información,2331.63
2014,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Adquisición fondos bibliográficos,53.5
2014,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Compras de libros y otras publicaciones,741.98
2014,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Gastos de viajes por gestión y representación,808.35
2014,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Gastos diversos: Atenciones protoc. y represent.,210.0
2014,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,"Gastos diversos: Cursos, cursillos y conferencias",3161.95
2014,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Gastos diversos: Reuniones y conferencias (C.Insc),5351.0
2014,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Otras indemnizaciones :Asistenciales,786.8
2014,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Primas de seguros: De otros riesgos,193.44
2014,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Trab.por ot. empr.: Estudios y trabajos técnicos,8295.46
2014,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Trabajos por otras empresas: Otros,20831.92
2014,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Transferencias corrientes a familias: Becas,200.0
2014,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Adquisición fondos bibliográficos,102.49
2014,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Gastos de viajes por gestión y representación,798.24
2014,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Gastos diversos: Jurídico-contencioso,1822.27
2014,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Gastos diversos: Reuniones y conferencias (C.Insc),975.0
2014,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Otras indemnizaciones :Asistenciales,1966.47
2014,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Otros Gastos diversos,464.2
2014,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Suministros de otros productos,87.0
2014,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Transp. y comunic.: Otros serv. de transporte,56.85
2014,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Transportes y comunicaciones: Correo y mensajería,147.4
2014,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Adquisición equipos procesos información,296.68
2014,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Compras de material informático no inventariable,30.51
2014,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Gastos de viajes por gestión y representación,856.11
2014,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Gastos diversos: Atenciones protoc. y represent.,580.06
2014,CENTRE COOPERACIÓ I DESENVOLUPAMENT,"Gastos diversos: Cursos, cursillos y conferencias",77.78
2014,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Gastos diversos: Reuniones y conferencias (C.Ins),841.0
2014,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Gastos en fotocopias,0.7
2014,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Suministros de material de laboratorio,34.4
2014,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Suministros de otros productos,200.51
2014,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Trabajos por otras empresas: Otros,441.65
2014,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Transp. y comunic.: Otros serv. de transporte,9.05
2014,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Transportes y comunicaciones: Correo y mensajería,44.18
2014,"ETSI CAMINOS, CANALES Y PUERTOS",Adquisición equipos procesos información,689.0
2014,"ETSI CAMINOS, CANALES Y PUERTOS",Adquisición mobiliario,211.96
2014,"ETSI CAMINOS, CANALES Y PUERTOS",Compras de material informático no inventariable,281.85
2014,"ETSI CAMINOS, CANALES Y PUERTOS",Gastos de viajes de alumnos,736.0
2014,"ETSI CAMINOS, CANALES Y PUERTOS",Gastos de viajes por gestión y representación,73.2
2014,"ETSI CAMINOS, CANALES Y PUERTOS",Otros Gastos diversos,81.36
2014,"ETSI CAMINOS, CANALES Y PUERTOS",Suministros de otros productos,9.45
2014,"ETSI CAMINOS, CANALES Y PUERTOS",Trabajos por otras empresas: Otros,290.4
2014,ACCIÓN INTERNACIONAL,Compras de material informático no inventariable,208.6
2014,ACCIÓN INTERNACIONAL,Gastos de viajes por gestión y representación,6059.67
2014,ACCIÓN INTERNACIONAL,Gastos diversos: Atenciones protoc. y represent.,1686.7
2014,ACCIÓN INTERNACIONAL,Otros Gastos diversos,257.61
2014,ACCIÓN INTERNACIONAL,Suministros de otros productos,35.12
2014,ACCIÓN INTERNACIONAL,Transferencias corrientes a familias: Becas,3200.0
2014,ACCIÓN INTERNACIONAL,Transportes y comunicaciones: Correo y mensajería,27.91
2014,AREA DE DEPORTES,Adquisición de material deportivo,2202.2
2014,AREA DE DEPORTES,Adquisición de otro inmovilizado material,369.0
2014,AREA DE DEPORTES,Adquisición equipos procesos información,595.97
2014,AREA DE DEPORTES,Arrendamientos de material de transporte,136.5
2014,AREA DE DEPORTES,Compras de material de oficina no inventariable,13.6
2014,AREA DE DEPORTES,Compras de material informático no inventariable,156.14
2014,AREA DE DEPORTES,Gastos diversos: Atenciones protoc. y represent.,54.8
2014,AREA DE DEPORTES,Gastos diversos: Publicidad y propaganda,14.0
2014,AREA DE DEPORTES,Gastos en fotocopias,14.52
2014,AREA DE DEPORTES,"Gastos en viajes deportivos, culturales y sociales",5337.31
2014,AREA DE DEPORTES,Otros Gastos diversos,3852.19
2014,AREA DE DEPORTES,Primas de seguros: De otro inmovilizado,2392.74
2014,AREA DE DEPORTES,Primas de seguros: De otros riesgos,151.5
2014,AREA DE DEPORTES,Primas de seguros: De vehículos,2786.81
2014,AREA DE DEPORTES,Repar. y conserv. de equi.procesos de información,164.92
2014,AREA DE DEPORTES,Reparación y conservación de otros bienes,1232.55
2014,AREA DE DEPORTES,Suministros de combustibles,58.0
2014,AREA DE DEPORTES,Suministros de material deportivo,2486.87
2014,AREA DE DEPORTES,Suministros de otros productos,2555.31
2014,AREA DE DEPORTES,Trabajos por otras empresas: Otros,3162.38
2014,AREA DE DEPORTES,Transp. y comunic.: Otros serv. de transporte,6.75
2014,AREA DE DEPORTES,Transportes y comunicaciones: Correo y mensajería,65.3
2014,AREA DE DEPORTES,Tributos de carácter estatal,233.64
2014,AREA DE DEPORTES,Tributos de carácter local,285.76
2014,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Adquisición aplicaciones informáticas,501.68
2014,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Adquisición de otro inmovilizado material,166.71
2014,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Adquisición equipos procesos información,25414.26
2014,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Adquisición fondos bibliográficos,81.08
2014,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Adquisición mobiliario,760.0
2014,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Compras de material de oficina no inventariable,4.09
2014,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Gastos de viajes por docencia,30519.22
2014,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Gastos de viajes por gestión y representación,170.51
2014,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Gastos diversos: Atenciones protoc. y represent.,72.35
2014,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Gastos diversos: Reuniones y conferencias (C.Insc),4528.9
2014,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Otros Gastos diversos,1674.12
2014,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Repar. y conserv. de equi.procesos de información,30.2
2014,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Suministros de otros productos,339.23
2014,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Trabajos por otras empresas: Otros,3741.33
2014,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Transp. y comunic.: Otros serv. de transporte,9.2
2014,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Transportes y comunicaciones: Correo y mensajería,5.99
2014,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Transportes y comunicaciones: Red informática,144.39
2014,BIBLIOTECA Y DOCUMENTACION CIENTIFICA,Adquisición fondos bibliográficos,56.95
2014,BIBLIOTECA Y DOCUMENTACION CIENTIFICA,Compras de libros y otras publicaciones,1557.78
2014,BIBLIOTECA Y DOCUMENTACION CIENTIFICA,"Compras de prensa, revistas y public. periódicas",107.68
2014,BIBLIOTECA Y DOCUMENTACION CIENTIFICA,Gastos de viajes por gestión y representación,326.18
2014,BIBLIOTECA Y DOCUMENTACION CIENTIFICA,Gastos diversos: Reuniones y conferencias (C.Insc),340.0
2014,BIBLIOTECA Y DOCUMENTACION CIENTIFICA,Otros Gastos diversos,4987.26
2014,CONSEJO SOCIAL,Gastos de viajes por gestión y representación,1297.52
2014,CONSEJO SOCIAL,Gastos diversos: Atenciones protoc. y represent.,262.11
2014,CONSEJO SOCIAL,Gastos diversos: Reuniones y conferencias (C.Insc),100.0
2014,CONSEJO SOCIAL,Otros Gastos diversos,191.0
2014,CONSEJO SOCIAL,Suministros de otros productos,1082.97
2014,CONSEJO SOCIAL,Trabajos por otras empresas: Otros,263.14
2014,CONSEJO SOCIAL,Transp. y comunic.: Otros serv. de transporte,95.7
2014,CONSEJO SOCIAL,Transportes y comunicaciones: Correo y mensajería,19.06
2014,DEP DE CONST ARQUITECTONICAS,Adquisición equipos procesos información,1106.74
2014,DEP DE CONST ARQUITECTONICAS,Adquisición fondos bibliográficos,44.0
2014,DEP DE CONST ARQUITECTONICAS,Arrendamientos de material de transporte,520.3
2014,DEP DE CONST ARQUITECTONICAS,Gastos diversos: Reuniones y conferencias (C.Insc),520.0
